Blood group antigen proteins	CD markers	Cancer-related genes	Candidate cardiovascular disease genes	Citric acid cycle related proteins	Disease related genes	Enzymes	FDA approved drug targets	G-protein coupled receptors	Nuclear receptors	Plasma proteins	Potential drug targets	Predicted intracellular proteins	Predicted membrane proteins	Predicted secreted proteins	RAS pathway related proteins	RNA polymerase related proteins	Ribosomal proteins	Transcription factors	Transporters	Voltage-gated ion channels
1	17	40	8	1	83	85	18	26	0	95	32	366	142	78	3	0	5	34	35	1
0	14	43	5	0	75	94	18	19	0	85	30	368	139	78	6	0	1	38	31	4
0	10	45	2	1	92	72	10	18	3	96	25	362	146	77	10	1	6	34	34	4
1	10	38	6	0	101	98	28	19	1	93	31	386	137	69	11	0	3	32	32	2
1	10	45	5	0	95	89	19	16	3	108	29	383	132	78	6	1	7	46	32	5
1	8	46	2	1	85	92	14	15	0	83	35	370	146	74	3	0	3	42	35	3
0	11	37	1	3	100	91	13	14	1	96	38	380	129	72	5	1	3	34	31	3
1	6	38	6	0	99	85	12	21	1	90	32	358	157	78	3	0	7	34	29	5
1	10	35	1	0	91	80	16	16	4	97	30	383	131	63	4	1	4	45	32	2
0	5	45	3	0	103	96	11	18	3	110	31	389	137	75	9	0	4	38	28	2
2	12	42	2	1	90	84	19	29	1	94	33	367	152	75	6	1	5	40	30	4
1	10	40	6	2	91	106	24	19	0	102	30	359	146	67	8	0	8	32	32	7
2	13	40	7	0	90	81	16	23	1	92	34	366	160	77	10	1	5	39	39	2
1	5	44	4	0	91	74	9	16	0	91	29	367	143	60	6	0	3	31	36	3
1	10	43	4	0	92	83	23	31	3	80	34	369	146	63	5	1	6	38	36	3
0	10	45	4	0	107	75	16	31	0	103	32	376	142	59	3	1	6	43	27	5
0	9	45	2	1	105	83	18	23	1	93	33	377	134	70	7	0	5	35	30	2
2	9	46	3	2	109	78	20	19	3	94	30	376	137	69	4	0	5	43	33	3
2	11	44	6	1	104	98	18	14	3	87	37	383	133	66	8	1	8	41	36	6
4	13	42	3	1	78	89	13	12	1	100	33	378	125	73	4	2	6	35	27	4
1	12	28	5	0	88	88	13	16	1	99	27	373	133	70	5	1	3	34	34	4
1	8	43	2	1	93	100	15	24	1	99	39	361	157	73	7	1	3	24	31	1
0	9	43	5	0	94	81	19	18	3	91	41	377	118	75	10	1	5	47	42	2
1	9	47	3	0	86	101	13	11	3	92	37	388	126	67	8	0	5	35	34	3
0	8	41	4	1	83	90	18	25	2	91	21	368	142	82	9	0	3	31	36	2
0	7	49	4	4	102	82	17	17	0	87	34	381	140	73	10	0	5	40	34	2
1	11	44	2	1	104	89	23	19	1	103	38	379	131	71	11	1	3	45	26	3
1	10	43	1	1	97	93	17	25	2	97	32	369	139	81	4	2	6	37	35	4
0	9	43	6	1	73	72	9	23	1	82	28	378	146	60	8	0	5	43	28	5
4	13	42	4	0	90	86	17	27	5	89	39	359	155	72	7	1	4	35	37	5
0	10	43	7	0	88	71	17	30	1	93	34	375	134	71	7	1	3	40	35	4
1	9	57	4	0	97	94	14	23	2	86	39	349	153	66	5	0	0	38	31	2
3	15	53	3	0	95	80	12	19	0	92	34	371	144	80	2	1	4	42	35	2
1	7	42	6	0	81	97	19	19	2	106	24	372	141	69	3	1	4	40	33	2
0	9	43	3	1	88	89	12	16	0	101	23	378	121	74	7	1	4	33	24	2
1	7	40	4	0	113	72	17	28	1	97	37	376	135	83	2	0	2	31	37	1
0	15	51	5	3	98	86	24	20	2	103	31	365	145	76	3	0	5	35	34	0
2	11	51	4	0	80	85	13	23	1	104	23	371	121	66	10	0	4	46	25	1
0	8	35	4	1	91	79	15	20	1	99	35	362	143	84	5	1	2	40	33	5
2	17	51	4	2	95	93	27	18	2	94	27	379	131	80	7	2	3	42	32	1
0	10	48	1	1	108	90	15	19	2	85	33	386	117	79	9	1	5	52	34	4
3	13	46	5	0	88	92	24	21	0	100	35	396	128	64	4	0	7	31	28	3
0	8	35	4	2	100	95	12	11	2	86	38	369	141	73	4	0	7	38	31	4
1	11	49	4	1	87	98	17	20	1	95	31	376	138	79	2	0	5	37	28	2
1	15	52	7	1	92	93	20	16	0	103	27	377	122	90	7	0	5	36	25	4
0	8	44	5	0	98	88	11	16	1	82	39	369	136	80	5	3	6	34	36	6
1	14	44	4	2	93	90	9	24	2	98	36	365	139	78	5	0	8	34	36	2
1	8	35	1	0	88	75	13	20	0	86	29	376	145	71	4	1	10	38	35	4
1	10	36	4	0	92	79	15	21	1	95	27	363	134	82	5	3	1	32	36	5
0	15	40	8	1	94	93	17	17	0	83	36	368	135	63	5	0	2	27	34	5
0	5	50	3	1	101	97	16	23	1	101	43	376	131	74	3	0	7	38	28	1
0	11	48	5	0	90	84	12	17	2	90	30	370	135	64	5	2	5	32	28	3
1	7	28	3	1	104	89	14	15	3	75	33	378	133	67	1	1	4	42	28	2
2	8	44	3	0	91	84	11	11	1	95	26	379	122	75	6	0	5	43	29	3
2	6	45	4	1	89	84	14	17	1	99	29	363	144	76	6	1	7	41	23	2
1	9	38	2	0	92	73	16	19	3	96	31	365	132	92	3	0	8	47	34	5
1	6	33	3	1	103	105	16	12	1	90	34	381	125	59	6	2	4	46	35	3
1	8	38	6	1	88	77	16	18	2	86	25	364	154	68	4	0	3	37	42	4
1	6	49	3	1	108	85	13	11	1	95	35	376	129	69	3	0	4	40	36	4
1	13	48	2	0	92	89	11	20	2	86	30	366	129	76	4	2	6	41	29	2
1	5	36	7	0	67	78	16	23	0	86	22	362	131	74	3	0	0	43	36	2
1	11	49	7	1	99	87	23	24	1	111	21	362	142	79	7	1	7	17	24	2
1	14	41	1	1	96	88	13	23	1	96	25	382	135	75	6	1	4	45	32	2
0	8	36	3	1	110	86	20	12	1	90	42	375	131	72	7	0	7	37	37	3
1	11	38	1	2	95	84	21	19	1	84	35	362	153	68	11	2	7	41	33	4
2	9	50	4	0	95	85	14	20	1	97	29	371	137	70	6	3	1	34	32	4
1	11	55	4	1	117	88	23	22	5	93	39	369	153	66	4	0	4	39	35	9
0	7	53	2	1	99	94	14	25	0	107	37	367	139	76	5	1	7	31	36	6
1	13	34	0	0	96	86	12	19	2	89	36	364	129	86	8	1	5	29	33	6
2	10	49	6	1	102	81	25	15	2	104	32	364	135	82	6	0	0	31	35	1
1	5	30	2	1	76	88	13	23	0	94	22	365	155	67	5	0	5	33	33	2
2	6	53	1	1	88	74	15	19	2	75	25	386	124	67	3	2	6	42	29	0
1	10	53	3	1	108	84	16	12	1	99	28	390	122	66	6	0	5	51	28	3
1	14	52	5	1	103	96	25	19	0	91	35	372	131	75	4	0	5	40	34	2
1	6	43	3	1	90	96	19	35	1	98	31	361	155	64	2	0	6	32	33	4
0	10	39	2	0	95	81	13	27	1	81	34	360	149	57	2	0	6	33	29	8
2	13	36	3	0	105	104	20	17	0	77	35	376	145	62	1	1	1	36	41	2
0	4	45	4	0	104	89	21	22	2	89	20	356	143	95	10	0	3	34	31	5
2	9	37	4	0	83	92	15	20	0	99	24	387	144	68	3	0	5	30	33	3
2	13	47	2	1	99	81	19	21	0	106	35	385	148	70	2	0	6	40	44	2
0	13	38	3	0	98	85	14	20	0	105	37	368	134	91	5	0	4	34	26	4
1	13	41	2	1	94	75	14	18	0	104	39	365	151	71	6	1	1	24	41	2
0	10	30	0	0	89	74	11	16	3	78	31	373	120	77	5	0	8	40	29	2
0	9	48	5	1	124	89	18	19	1	108	36	368	137	80	10	0	5	42	36	2
0	8	53	2	0	103	88	18	14	1	99	32	361	133	81	5	1	4	32	29	3
1	7	51	7	0	108	76	22	16	1	99	27	368	143	73	7	1	3	36	31	3
2	14	51	6	1	107	81	20	20	1	103	27	373	138	70	10	1	4	38	32	4
0	10	31	2	1	90	85	17	18	0	101	31	371	129	82	2	0	3	30	32	2
0	9	45	8	1	100	76	18	18	2	92	33	365	136	77	9	2	2	46	35	2
0	14	53	5	1	94	84	7	22	1	104	30	369	141	71	4	0	3	46	30	2
1	5	40	0	1	92	87	22	17	1	76	27	374	123	66	4	1	10	37	32	3
2	6	40	6	1	100	92	21	18	2	78	39	385	121	75	9	0	4	39	27	4
0	5	44	3	1	87	89	22	10	1	99	23	392	127	78	9	0	1	42	33	5
0	11	43	3	1	107	84	19	21	2	93	37	374	128	75	5	0	7	41	30	2
0	11	34	2	1	90	90	17	11	2	86	30	366	145	77	3	0	1	42	37	3
2	7	31	6	1	93	94	23	19	0	99	32	371	146	77	5	2	4	27	41	4
1	8	42	6	0	104	90	10	16	1	103	36	399	123	64	5	0	3	40	31	3
1	14	57	4	0	95	79	16	16	1	103	26	376	137	64	4	1	3	37	34	4
0	11	55	6	4	112	99	21	12	3	102	40	357	134	87	6	1	6	38	33	5
0	9	38	5	0	105	101	17	19	1	79	39	373	137	73	7	0	5	32	26	6
3	17	45	4	1	105	77	24	20	3	90	28	379	136	62	9	0	4	43	33	6
1	11	45	5	0	110	91	18	19	1	106	39	369	143	77	3	1	2	41	41	3
0	3	40	6	1	104	88	20	17	1	113	36	376	131	82	4	0	7	32	35	3
1	8	41	2	2	83	88	12	16	0	93	26	382	135	75	5	2	4	33	24	3
1	10	42	3	1	92	79	17	19	0	83	27	359	160	70	6	0	2	30	38	5
0	11	45	1	1	95	97	17	21	4	73	34	367	143	90	5	1	9	44	25	2
2	12	50	3	1	91	72	20	23	2	99	24	382	124	71	3	2	7	43	29	2
0	11	40	2	2	90	87	13	22	1	79	33	368	144	62	5	1	3	44	34	8
0	11	48	4	0	104	88	18	25	4	82	29	352	159	75	5	1	3	28	37	1
0	4	29	2	2	79	93	18	20	1	89	30	382	139	78	6	1	3	42	37	6
2	9	44	2	1	86	100	16	24	0	87	26	385	125	72	8	0	8	37	29	2
1	9	41	1	0	89	72	12	22	1	100	24	374	134	82	1	0	10	37	36	4
2	9	38	0	3	95	80	11	20	1	103	30	363	126	83	6	0	9	42	28	2
1	11	49	0	1	92	72	17	22	0	80	25	388	140	60	10	2	4	38	43	7
2	8	39	6	1	95	84	19	27	1	99	23	363	141	61	8	1	4	46	27	3
1	14	43	5	3	108	91	18	18	0	72	31	370	132	70	3	3	7	50	33	3
1	8	43	1	0	104	91	18	26	1	105	31	369	139	63	4	1	6	42	27	1
1	5	33	5	3	110	91	19	21	0	92	34	370	134	65	6	2	3	37	31	2
2	11	36	1	1	73	106	13	13	5	94	24	371	119	85	6	0	3	35	20	3
0	3	36	7	0	88	89	19	25	1	95	26	360	155	70	6	0	6	26	36	5
1	6	38	7	0	110	88	10	15	0	109	35	364	149	68	4	0	4	40	45	1
0	10	41	2	1	92	98	18	23	3	99	31	368	142	63	8	1	1	35	28	6
1	12	49	7	3	109	72	18	26	0	85	34	360	153	78	1	0	5	32	39	4
1	8	42	2	1	114	79	15	19	1	101	38	377	115	69	6	0	2	30	38	2
1	6	42	9	1	80	85	19	19	1	93	37	372	144	71	4	2	7	48	43	2
0	9	36	5	2	104	79	14	17	1	102	38	378	127	73	7	1	3	37	34	3
0	16	42	3	0	101	83	18	21	2	80	33	371	145	60	7	1	5	40	46	4
1	7	40	1	2	110	83	12	18	1	102	36	379	138	65	2	2	6	34	23	3
1	6	38	2	3	98	94	11	24	0	103	38	386	125	70	9	1	1	40	30	3
1	10	34	3	1	103	85	20	13	0	102	34	388	120	80	3	2	7	30	27	4
0	11	48	8	1	108	100	18	17	0	82	45	385	125	75	6	0	2	47	41	3
1	8	39	3	0	90	87	18	22	1	94	29	365	140	60	6	1	3	39	25	1
0	10	58	3	0	94	89	13	18	0	83	25	368	149	60	8	3	5	32	36	3
1	10	48	6	0	93	84	19	16	1	94	28	371	144	76	6	1	5	34	33	2
0	5	43	4	0	99	98	13	18	1	91	44	371	139	80	4	0	7	30	28	2
0	9	43	6	1	102	76	14	16	0	93	30	363	148	73	4	1	6	32	37	3
0	8	46	4	0	101	97	16	12	2	99	31	395	114	82	4	1	5	36	31	4
1	14	41	4	2	89	82	17	15	2	104	29	359	157	71	7	0	6	39	28	5
0	8	43	4	2	92	84	17	22	1	83	25	368	120	88	8	0	4	44	29	3
0	6	37	3	1	95	103	19	21	2	87	27	360	135	82	7	1	6	42	33	4
0	13	41	5	0	103	88	19	19	1	90	22	368	129	84	4	0	5	34	32	2
3	10	47	5	0	96	79	19	17	2	93	31	379	119	69	5	2	2	38	33	1
1	9	39	1	0	95	93	18	27	4	92	35	376	132	66	3	0	4	33	29	3
1	12	39	3	0	94	77	14	24	1	85	29	371	130	84	6	1	6	45	31	5
0	6	40	4	1	90	92	13	18	0	101	37	369	127	78	5	0	6	30	29	6
0	12	49	6	1	105	91	15	16	1	106	37	387	127	65	3	0	8	53	27	4
1	15	49	7	0	94	79	22	19	1	89	25	377	133	79	4	1	9	42	27	0
0	9	41	5	0	94	79	24	16	1	104	21	373	116	74	5	0	2	42	32	6
2	8	40	2	0	102	85	17	17	1	102	34	385	123	61	5	3	7	37	36	3
1	7	42	1	1	102	88	14	20	1	78	32	358	143	78	5	0	7	30	25	3
1	8	52	1	2	98	95	19	20	1	95	36	375	146	76	9	2	4	41	33	4
2	11	53	1	1	94	85	20	14	1	98	29	361	146	71	3	2	6	39	32	2
1	11	44	4	0	106	96	15	21	2	102	40	379	149	61	3	0	3	28	39	5
0	6	48	6	0	112	88	16	8	1	106	38	376	128	81	3	0	4	38	31	4
1	10	40	2	1	86	98	15	17	1	86	31	362	142	92	6	0	4	37	35	3
3	10	60	7	2	92	79	16	11	0	99	32	386	122	81	6	1	6	36	31	4
1	11	47	5	0	98	97	20	16	1	87	37	394	123	68	8	1	7	41	28	3
1	6	50	3	1	98	94	17	18	1	103	35	380	136	81	6	0	5	32	34	4
0	11	41	4	0	90	85	12	15	1	95	38	381	124	72	4	2	10	36	36	7
0	9	52	6	0	98	105	20	22	0	97	30	370	145	83	8	2	3	33	43	5
0	8	47	9	2	99	78	24	20	0	94	29	379	135	73	5	0	2	45	34	4
0	17	44	9	4	107	95	15	13	0	98	38	375	142	68	6	0	2	35	28	6
0	6	49	7	0	97	89	23	16	3	87	43	356	150	72	10	1	5	41	37	5
1	8	46	3	1	104	88	13	17	1	106	29	371	118	71	7	0	2	47	32	1
0	9	46	4	1	91	86	19	19	0	91	31	384	132	69	8	0	7	28	33	3
0	9	27	6	2	105	78	16	17	2	103	33	375	114	88	7	1	2	42	28	4
1	9	50	7	0	80	81	22	20	1	107	25	355	163	73	5	0	4	34	43	2
0	8	39	5	0	99	94	18	21	4	96	37	379	127	58	14	1	7	49	33	3
0	8	46	2	1	112	89	18	18	1	95	39	370	126	84	8	0	1	39	31	2
2	10	43	6	0	88	75	12	13	1	90	31	380	128	79	7	1	11	37	35	2
2	14	45	5	1	96	84	18	18	0	78	34	360	157	79	7	0	2	33	40	4
2	10	49	2	0	88	81	21	25	0	86	24	376	131	59	1	0	6	32	26	3
1	12	43	1	0	88	95	18	20	1	96	29	364	137	71	3	1	5	33	32	3
1	9	50	6	0	96	92	15	18	0	85	34	376	146	81	6	1	6	35	26	3
0	10	56	2	1	109	94	21	25	5	113	39	369	139	81	4	0	1	37	33	3
1	10	47	5	1	95	78	16	11	4	110	26	381	124	71	6	3	6	45	23	3
0	9	44	3	2	99	85	17	27	0	91	31	356	147	80	7	1	5	39	28	2
0	10	52	6	0	90	90	19	12	0	100	33	370	141	69	7	1	5	38	39	4
0	6	49	2	1	92	86	14	11	3	103	33	379	122	78	3	0	7	45	35	4
0	3	36	5	0	90	88	15	21	1	84	23	365	143	69	6	1	9	40	29	4
1	15	39	5	1	95	86	24	18	0	84	37	375	151	74	7	0	3	29	41	4
2	13	45	5	0	103	89	26	20	2	107	37	375	155	69	7	0	8	22	39	5
1	10	40	5	0	94	84	12	15	2	80	32	382	132	74	6	2	2	42	31	7
0	10	46	3	0	103	94	22	29	1	105	38	359	149	76	10	1	3	28	28	0
1	10	43	5	1	100	77	15	24	2	100	35	378	124	84	1	1	4	31	35	2
0	10	42	0	0	97	80	13	19	1	91	34	369	130	82	5	0	5	38	34	3
1	7	42	4	1	97	96	10	18	1	79	33	361	141	80	7	1	3	30	21	4
0	9	36	4	0	91	90	13	18	1	98	27	373	139	65	6	2	9	33	36	4
1	7	40	6	0	97	99	22	22	2	96	29	362	131	75	6	0	4	42	28	2
2	8	34	2	1	98	81	18	17	1	90	26	363	151	77	7	0	2	35	37	3
0	10	54	5	0	106	94	15	14	1	94	36	380	118	66	11	2	3	36	30	4
0	13	40	2	0	98	84	13	13	2	103	31	378	122	79	4	1	5	33	35	4
1	14	43	2	1	84	84	25	19	2	87	27	371	135	65	1	2	3	39	35	7
0	11	37	4	3	100	93	18	21	2	102	34	381	133	68	8	1	2	36	29	3
2	14	45	2	0	100	86	22	22	1	82	32	373	145	75	7	0	6	36	38	1
0	13	38	6	2	89	85	16	20	1	97	30	364	123	90	3	0	5	41	32	2
0	5	31	4	0	102	87	17	21	0	110	34	364	140	70	3	0	2	28	31	5
1	9	42	6	0	103	100	18	21	5	99	40	376	135	77	4	2	4	48	30	4
1	6	36	1	2	79	102	20	22	1	83	30	365	152	75	11	2	2	29	28	3
0	11	49	2	1	111	108	26	12	2	94	38	393	128	78	5	1	3	29	33	7
0	15	36	2	0	116	87	20	19	2	101	30	393	126	69	7	1	5	36	30	1
0	9	48	8	0	106	85	21	19	4	91	37	377	134	68	5	1	2	38	21	1
0	6	44	2	0	99	80	15	25	1	88	31	370	145	70	6	1	2	34	37	1
1	10	42	6	1	99	94	24	21	0	93	33	368	130	69	4	0	5	36	31	3
0	6	41	2	1	97	103	23	24	2	102	33	383	133	66	7	1	4	36	34	5
0	9	52	4	0	101	84	17	21	2	85	35	361	140	75	4	1	3	31	31	5
0	11	50	1	1	85	91	17	19	1	97	28	384	133	75	3	1	4	46	46	2
1	16	47	8	0	97	77	19	18	0	82	24	367	134	86	6	0	3	43	33	4
0	12	52	6	2	96	88	19	26	1	92	30	381	135	70	5	2	5	34	29	1
1	11	41	7	2	101	101	15	20	1	92	40	371	140	62	5	0	6	37	36	3
1	7	53	2	0	92	97	27	13	1	87	28	383	136	66	11	0	5	37	33	5
1	6	40	2	0	105	87	23	19	0	96	38	379	134	72	8	0	6	40	48	7
1	9	37	3	0	106	95	15	22	2	103	37	385	127	62	7	1	3	38	39	2
2	10	47	4	1	91	91	9	18	2	93	34	392	130	67	5	1	9	48	28	2
2	11	43	9	0	97	78	21	18	2	101	30	370	147	74	5	4	12	44	35	7
1	13	53	7	2	113	89	17	19	2	104	44	362	142	72	8	0	4	43	38	7
0	9	40	0	0	93	87	14	23	2	87	32	368	136	77	8	1	3	36	31	4
2	10	55	2	0	107	96	23	21	2	103	35	389	137	77	6	0	10	30	29	4
0	8	41	5	1	89	90	18	20	1	98	39	380	132	58	4	2	7	44	30	2
1	10	46	4	0	102	83	23	5	1	104	27	388	133	74	5	0	4	34	29	7
1	9	44	4	0	106	86	18	18	0	79	37	374	147	72	3	2	4	34	32	3
2	7	28	0	2	83	84	18	24	3	82	24	372	143	62	6	0	5	41	34	1
1	15	49	6	1	96	87	7	16	1	80	24	367	125	69	7	0	6	37	37	2
1	14	50	4	0	94	88	20	19	0	85	37	378	136	67	3	0	4	36	31	6
0	6	44	4	1	106	86	8	17	2	100	47	379	125	71	5	2	2	43	44	5
0	8	48	2	0	105	100	20	15	2	94	45	377	129	85	4	0	7	36	42	2
1	15	43	7	2	102	94	20	19	1	97	29	349	162	77	4	0	5	41	31	4
0	7	47	5	0	96	82	17	19	0	101	25	367	147	79	3	1	3	35	38	3
1	9	42	7	0	97	83	18	25	2	90	30	377	141	70	10	1	1	46	24	1
2	12	31	2	0	96	78	16	15	1	98	30	379	128	80	5	2	7	36	41	4
1	8	39	3	0	108	94	18	17	0	98	33	380	135	73	6	1	4	32	29	3
0	17	46	2	0	96	74	12	7	2	101	32	373	131	73	8	2	5	31	28	0
0	7	42	2	2	94	94	11	21	1	83	34	380	129	76	3	1	6	40	34	3
0	9	42	3	1	97	92	16	16	2	85	37	358	159	84	5	0	4	32	40	4
0	5	30	3	0	99	84	15	19	0	97	30	370	132	67	6	1	7	41	34	4
0	8	44	5	2	107	104	18	19	1	96	41	402	128	61	1	0	0	41	26	3
0	11	39	2	0	98	91	19	20	0	93	35	362	149	69	4	0	4	34	30	2
1	10	40	2	0	96	80	19	17	1	96	24	387	141	69	7	0	4	42	38	7
2	6	53	1	1	94	91	20	19	0	99	26	383	126	71	8	0	7	32	30	2
3	8	50	6	0	102	95	16	17	1	93	33	385	122	81	5	2	4	31	24	3
0	9	52	4	0	106	88	14	16	0	88	41	383	133	67	6	2	7	43	31	2
0	9	45	2	1	99	80	12	13	3	104	28	373	143	73	6	0	4	44	29	2
1	8	39	7	1	88	81	9	19	0	76	34	372	136	69	5	1	4	38	30	4
1	11	38	2	0	99	74	15	18	0	90	32	384	143	66	10	1	2	38	41	2
1	13	43	3	0	105	88	21	19	1	88	33	364	150	69	6	2	3	36	44	4
0	5	34	1	0	81	93	13	21	3	88	30	367	151	64	8	0	3	33	37	4
1	11	42	3	2	95	87	16	12	0	100	31	373	134	69	9	1	6	45	42	4
0	4	45	2	1	97	86	11	14	0	84	29	389	127	72	7	0	6	31	33	0
1	13	52	3	0	96	91	19	14	0	98	30	385	137	69	4	0	3	33	37	7
1	6	34	6	1	81	82	27	15	0	105	19	379	127	67	6	1	6	32	33	2
1	9	32	6	0	82	75	17	16	1	104	23	368	155	67	5	1	4	40	37	2
0	10	47	1	0	104	111	19	15	3	94	40	375	138	74	4	0	7	51	27	3
2	11	42	5	1	90	93	21	18	2	88	35	372	154	70	4	0	4	33	47	3
1	10	51	3	0	90	73	21	17	2	97	30	383	142	75	6	0	6	39	30	4
0	5	41	0	0	111	92	13	23	0	114	43	376	138	84	3	1	3	30	32	5
0	8	40	4	1	93	86	16	22	1	91	36	362	147	60	8	2	6	23	39	1
1	5	48	3	2	97	91	12	22	0	84	34	369	137	64	4	1	4	38	28	3
0	9	56	5	0	92	77	15	13	2	94	28	383	125	73	4	0	5	36	23	4
0	10	44	0	1	86	100	11	15	1	100	30	388	119	54	7	0	9	38	35	4
1	7	34	7	2	87	87	19	14	1	97	23	386	116	77	6	0	3	42	28	1
1	10	51	4	0	115	95	22	14	1	98	34	373	119	74	5	1	3	43	30	2
1	12	46	5	1	98	77	15	16	1	110	27	361	138	81	6	1	3	37	35	1
0	5	37	3	0	86	90	16	18	3	95	24	390	122	63	8	0	3	44	25	1
1	6	49	6	1	86	87	16	17	0	111	28	366	143	73	3	0	5	33	36	2
1	10	38	4	0	106	70	7	19	0	96	32	378	130	91	3	0	11	43	32	2
1	6	50	4	0	109	85	15	14	0	95	32	363	138	66	15	0	4	42	30	0
0	5	32	2	0	89	82	18	20	0	102	33	378	130	63	4	0	3	31	34	5
1	8	41	2	1	103	85	17	12	2	96	34	389	128	73	4	0	7	47	30	2
1	15	42	6	2	105	86	22	21	3	104	28	356	155	78	8	0	5	32	41	2
0	8	40	0	0	86	76	20	17	3	77	26	364	129	86	7	2	5	52	27	8
1	9	44	2	0	79	81	16	21	0	98	28	360	123	75	5	0	2	47	39	3
3	10	38	3	0	98	82	17	14	0	87	34	384	122	66	6	1	6	49	24	1
2	13	44	6	2	104	82	18	16	2	79	26	356	151	65	7	2	4	35	32	3
1	10	36	1	0	101	81	17	20	1	81	32	372	144	85	5	1	5	34	38	4
1	10	37	8	0	98	82	14	12	1	100	27	378	141	91	5	1	2	38	35	2
1	5	46	5	0	105	89	18	17	2	87	32	379	118	82	4	0	3	47	32	1
0	9	34	2	1	80	89	16	17	2	97	27	370	145	82	9	1	6	24	28	6
2	9	44	2	1	98	97	14	12	3	94	35	377	141	69	6	2	2	40	36	3
1	6	52	4	0	111	94	21	13	1	80	34	390	127	68	6	0	1	30	34	2
1	21	38	6	0	92	79	21	20	0	93	24	379	136	70	4	1	5	32	32	7
0	5	38	4	1	97	82	14	18	1	92	33	388	116	66	6	0	2	45	33	3
2	11	45	4	2	93	90	16	19	0	95	39	367	139	86	3	0	6	42	40	4
0	5	48	3	1	92	84	17	20	2	93	31	380	132	74	3	0	5	39	22	2
3	6	47	9	2	113	80	21	22	1	93	35	375	141	75	6	1	6	42	33	3
1	6	47	1	0	98	74	16	21	2	74	26	402	117	66	6	0	6	51	23	4
0	11	44	3	2	93	85	20	25	1	93	35	362	149	70	4	2	4	31	27	2
0	9	47	4	0	98	85	15	21	0	101	35	371	144	75	12	0	7	36	38	2
2	16	40	3	0	106	84	16	19	1	96	32	380	135	72	3	2	1	43	32	1
0	13	48	4	2	100	87	13	22	1	100	31	375	129	82	2	1	7	36	41	1
0	10	45	3	4	106	73	21	17	0	97	35	375	133	73	8	0	4	38	40	7
0	8	48	5	0	80	85	12	25	1	89	24	378	149	68	5	0	3	33	29	2
0	10	50	6	1	100	111	19	12	2	95	40	383	130	75	6	0	6	31	26	8
0	5	51	6	1	98	75	11	12	0	102	28	370	137	74	5	0	10	35	29	2
1	7	45	2	1	87	73	14	17	2	85	29	354	143	80	6	2	1	38	26	2
1	13	35	3	1	80	77	17	25	1	92	27	366	132	83	8	1	11	28	29	3
0	8	55	4	2	107	92	19	21	3	99	37	381	140	65	9	1	5	48	42	7
0	10	38	2	0	87	63	21	24	0	82	26	374	145	63	3	0	3	38	37	5
1	15	42	4	0	97	77	14	12	0	100	29	376	138	77	4	0	5	42	25	7
1	10	50	2	1	83	75	13	29	1	97	25	371	137	70	6	0	7	35	24	0
0	9	48	4	0	98	79	16	28	0	84	34	369	141	73	3	0	7	35	37	4
1	10	44	6	1	108	93	18	20	3	93	43	380	138	71	5	1	3	47	35	4
1	5	50	4	0	86	95	16	23	0	93	32	377	136	63	4	2	3	30	30	6
1	15	39	2	2	93	102	26	29	4	86	34	367	151	62	9	1	4	41	42	3
0	6	33	3	0	98	88	17	22	0	96	25	364	131	75	9	1	6	46	29	2
2	11	51	6	0	85	95	14	13	0	102	26	357	135	81	6	1	2	32	29	3
2	11	39	1	1	96	93	17	15	0	106	33	371	137	71	4	0	7	32	32	5
1	15	51	6	2	77	93	13	15	0	85	29	378	137	74	9	0	6	44	34	1
1	13	46	3	0	101	95	16	19	0	95	30	370	151	93	2	0	7	35	28	4
2	14	45	4	1	86	85	9	16	1	107	33	374	155	72	5	1	5	39	26	3
0	12	36	4	1	79	84	10	19	1	96	26	366	136	78	5	0	6	36	31	6
1	8	37	1	1	70	72	11	20	0	75	22	379	130	81	3	1	4	34	33	2
0	7	34	4	1	85	79	10	18	0	91	27	379	137	75	6	1	7	32	36	8
0	10	55	5	0	91	94	19	17	1	104	22	376	130	64	5	0	6	37	30	1
1	11	41	3	0	98	87	24	22	3	101	34	361	151	69	5	0	6	35	42	7
1	9	44	4	1	89	79	12	21	1	91	25	364	145	69	6	1	5	39	33	4
1	9	44	0	0	95	80	21	17	0	98	28	377	137	80	7	0	3	46	30	4
3	13	42	4	3	91	107	24	17	2	82	30	363	147	83	8	1	3	33	30	3
5	14	37	1	1	91	82	9	17	1	98	32	360	146	72	3	1	6	36	35	2
1	7	43	2	0	89	103	17	25	2	103	38	373	149	65	4	0	5	32	28	3
1	9	43	1	0	80	80	16	13	1	87	20	377	125	75	4	0	1	43	24	3
0	9	38	5	1	106	90	11	16	1	96	35	395	120	69	3	0	2	39	33	2
0	10	43	3	0	100	88	14	19	1	98	38	356	144	66	6	2	5	38	34	1
1	13	41	3	4	112	88	23	20	3	90	46	381	124	63	7	0	2	55	31	3
0	5	47	7	0	103	93	20	9	0	100	31	389	127	79	3	0	2	38	32	5
0	11	46	9	0	98	104	22	19	0	98	41	362	150	78	11	1	3	25	33	4
1	17	52	7	0	105	80	17	11	1	95	37	391	112	75	5	0	3	41	31	3
0	9	40	2	2	107	76	10	12	0	84	47	385	122	80	5	0	5	53	29	2
1	11	45	4	2	103	87	18	22	1	95	42	391	123	63	4	1	5	44	29	3
